"","Codigo","Companhia","Ano","APC"
"1624",621,"ELECTRO AÇO ALTONA S/A","2014",116298
"1625",621,"ELECTRO AÇO ALTONA S/A","2013",114298
"1626",621,"ELECTRO AÇO ALTONA S/A","2012",109898
"1627",621,"ELECTRO AÇO ALTONA S/A","2011",109898
"1628",621,"ELECTRO AÇO ALTONA S/A","2010",109898
"1629",622,"WEG SA","2017",156468
"1630",622,"WEG SA","2016",34487188
"1631",622,"WEG SA","2015",34447080
"1632",622,"WEG SA","2014",28305131
"1633",622,"WEG SA","2013",28838634
"1634",622,"WEG SA","2012",28458105
"1635",622,"WEG SA","2011",299528198
"1636",622,"WEG SA","2010",13404970
"1637",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2010",42456315
"1638",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2017",26125000
"1639",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2016",46820000
"1640",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2015",42840600
"1641",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2014",16500000
"1642",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2013",63645000
"1643",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2012",24740000
"1644",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2011",18140000
"1645",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2010",18050000
"1646",625,"EUCATEX SA IND E COMERCIO","2017",302028
"1647",625,"EUCATEX SA IND E COMERCIO","2016",1724158
"1648",625,"EUCATEX SA IND E COMERCIO","2015",1724158
"1649",625,"EUCATEX SA IND E COMERCIO","2014",1724158
"1650",625,"EUCATEX SA IND E COMERCIO","2013",1724158
"1651",625,"EUCATEX SA IND E COMERCIO","2012",1724158
"1652",625,"EUCATEX SA IND E COMERCIO","2011",1724158
"1653",625,"EUCATEX SA IND E COMERCIO","2010",2844260
"1654",626,"MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.","2010",1832822
"1655",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2010",380628
"1656",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2017",114999
"1657",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2013",260667
"1658",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2012",260667
"1659",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2011",260667
"1660",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2010",258882
"1661",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2017",125062
"1662",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2016",253540
"1663",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2015",253540
"1664",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2014",253540
"1665",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2013",187733
"1666",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2012",312795
"1667",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2011",312795
"1668",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2010",187748
"1669",632,"FORJAS TAURUS SA","2017",11374
"1670",632,"FORJAS TAURUS SA","2016",146417
"1671",632,"FORJAS TAURUS SA","2015",146417
"1672",632,"FORJAS TAURUS SA","2014",145780
"1673",632,"FORJAS TAURUS SA","2013",187904
"1674",632,"FORJAS TAURUS SA","2012",10385270
"1675",632,"FORJAS TAURUS SA","2011",10677159
"1676",632,"FORJAS TAURUS SA","2010",10677159
"1677",633,"FRAS-LE SA","2013",1905967
"1678",633,"FRAS-LE SA","2012",4567329
"1679",636,"VIA VAREJO S.A.","2017",0
"1680",636,"VIA VAREJO S.A.","2016",0
"1681",636,"VIA VAREJO S.A.","2015",43031423
"1682",636,"VIA VAREJO S.A.","2014",45095279
"1683",636,"VIA VAREJO S.A.","2013",45095279
"1684",636,"VIA VAREJO S.A.","2012",45095279
"1685",636,"VIA VAREJO S.A.","2011",81139844
"1686",636,"VIA VAREJO S.A.","2010",151663259
"1687",639,"IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL","2017",1570
"1688",639,"IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL","2016",1588
"1689",639,"IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL","2013",12110842
"1690",639,"IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL","2012",5985001
"1691",639,"IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL","2010",334020
"1692",640,"BAHEMA SA","2017",46967
"1693",640,"BAHEMA SA","2016",116826
"1694",640,"BAHEMA SA","2015",110815
"1695",640,"BAHEMA SA","2014",667355
"1696",640,"BAHEMA SA","2013",2725826
"1697",640,"BAHEMA SA","2012",2424882
"1698",640,"BAHEMA SA","2011",2323188
"1699",640,"BAHEMA SA","2010",2323188
"1700",641,"INDÚSTRIAS ROMI S.A.","2017",466116
"1701",641,"INDÚSTRIAS ROMI S.A.","2016",5030696
"1702",641,"INDÚSTRIAS ROMI S.A.","2015",5826127
"1703",641,"INDÚSTRIAS ROMI S.A.","2014",8957033
"1704",641,"INDÚSTRIAS ROMI S.A.","2013",10013039
"1705",641,"INDÚSTRIAS ROMI S.A.","2012",8335288
"1706",641,"INDÚSTRIAS ROMI S.A.","2011",7302904
"1707",641,"INDÚSTRIAS ROMI S.A.","2010",7302504
"1708",643,"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL","2013",0
"1709",643,"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL","2010",9341975
"1710",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2017",2099
"1711",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2016",1461653057
"1712",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2015",1422323699
"1713",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2014",1486932970
"1714",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2013",1241508166
"1715",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2012",1227288627
"1716",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2011",1107465728
"1717",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2010",1186710105
"1718",645,"JOAO FORTES ENGENHARIA SA","2017",15040407
"1719",645,"JOAO FORTES ENGENHARIA SA","2016",16531410
"1720",646,"KEPLER WEBER SA","2017",3170000
"1721",646,"KEPLER WEBER SA","2016",3170000
"1722",646,"KEPLER WEBER SA","2015",3170000
"1723",646,"KEPLER WEBER SA","2014",3170000
"1724",646,"KEPLER WEBER SA","2013",3170000
"1725",646,"KEPLER WEBER SA","2012",3170000
"1726",646,"KEPLER WEBER SA","2011",3170000
"1727",0,"LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia)","2011",5969
"1728",649,"LOJAS AMERICANAS SA","2017",32703739
"1729",649,"LOJAS AMERICANAS SA","2016",33236339
"1730",649,"LOJAS AMERICANAS SA","2015",0
"1731",649,"LOJAS AMERICANAS SA","2014",202293087
"1732",649,"LOJAS AMERICANAS SA","2013",32904859
"1733",649,"LOJAS AMERICANAS SA","2012",171112846
"1734",649,"LOJAS AMERICANAS SA","2011",192707765
"1735",649,"LOJAS AMERICANAS SA","2010",140880970
"1736",650,"LOJAS HERING SA","2017",16183
"1737",650,"LOJAS HERING SA","2016",26221
"1738",650,"LOJAS HERING SA","2015",26221
"1739",650,"LOJAS HERING SA","2014",26221
"1740",650,"LOJAS HERING SA","2013",26318
"1741",650,"LOJAS HERING SA","2012",26318
"1742",650,"LOJAS HERING SA","2011",26318
"1743",650,"LOJAS HERING SA","2010",26314
"1744",652,"TREVISA  INVESTIMENTOS SA","2017",0
"1745",652,"TREVISA  INVESTIMENTOS SA","2016",256800
"1746",652,"TREVISA  INVESTIMENTOS SA","2015",256800
"1747",652,"TREVISA  INVESTIMENTOS SA","2014",171200
"1748",652,"TREVISA  INVESTIMENTOS SA","2013",171200
"1749",652,"TREVISA  INVESTIMENTOS SA","2012",85600
"1750",652,"TREVISA  INVESTIMENTOS SA","2011",85600
"1751",652,"TREVISA  INVESTIMENTOS SA","2010",86200
"1752",653,"MANGELS INDUSTRIAL S.A.","2017",0
"1753",653,"MANGELS INDUSTRIAL S.A.","2016",0
"1754",653,"MANGELS INDUSTRIAL S.A.","2013",0
"1755",653,"MANGELS INDUSTRIAL S.A.","2012",4712
"1756",653,"MANGELS INDUSTRIAL S.A.","2011",4712
"1757",653,"MANGELS INDUSTRIAL S.A.","2010",4712
"1758",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2017",255199
"1759",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2016",263299
"1760",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2015",5112140
"1761",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2014",5264240
"1762",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2013",5264240
"1763",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2012",5264140
"1764",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2011",5263840
"1765",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2010",5263840
"1766",655,"MARCOPOLO SA","2017",32163544
"1767",655,"MARCOPOLO SA","2016",32163544
"1768",655,"MARCOPOLO SA","2015",32163544
"1769",655,"MARCOPOLO SA","2014",32163544
"1770",655,"MARCOPOLO SA","2013",150675488
"1771",655,"MARCOPOLO SA","2012",182374612
"1772",655,"MARCOPOLO SA","2011",107679180
"1773",655,"MARCOPOLO SA","2010",91187306
"1774",657,"MERCANTIL DO BR FINC SA CFI","2012",545276
"1775",657,"MERCANTIL DO BR FINC SA CFI","2011",115053
"1776",657,"MERCANTIL DO BR FINC SA CFI","2010",231834
"1777",658,"MAHLE METAL LEVE S.A.","2017",63510
"1778",658,"MAHLE METAL LEVE S.A.","2016",38492519
"1779",658,"MAHLE METAL LEVE S.A.","2015",38492519
"1780",658,"MAHLE METAL LEVE S.A.","2014",38494517
"1781",658,"MAHLE METAL LEVE S.A.","2013",38492519
"1782",658,"MAHLE METAL LEVE S.A.","2012",38486822
"1783",658,"MAHLE METAL LEVE S.A.","2011",31644047
"1784",658,"MAHLE METAL LEVE S.A.","2010",31634612
"1785",659,"METALGRAFICA IGUACU SA","2017",8450
"1786",659,"METALGRAFICA IGUACU SA","2016",8450
"1787",659,"METALGRAFICA IGUACU SA","2015",8449
"1788",659,"METALGRAFICA IGUACU SA","2014",243885
"1789",659,"METALGRAFICA IGUACU SA","2013",12184696
"1790",659,"METALGRAFICA IGUACU SA","2012",12185023
"1791",659,"METALGRAFICA IGUACU SA","2011",12269768
"1792",659,"METALGRAFICA IGUACU SA","2010",12260502
"1793",662,"JEREISSATI PARTICIPAÇÕES S/A","2017",448739
"1794",662,"JEREISSATI PARTICIPAÇÕES S/A","2016",1352895
"1795",662,"JEREISSATI PARTICIPAÇÕES S/A","2015",1263014
"1796",662,"JEREISSATI PARTICIPAÇÕES S/A","2014",5506136
"1797",662,"JEREISSATI PARTICIPAÇÕES S/A","2013",23900957
"1798",662,"JEREISSATI PARTICIPAÇÕES S/A","2012",49476
"1799",662,"JEREISSATI PARTICIPAÇÕES S/A","2011",23945485
"1800",662,"JEREISSATI PARTICIPAÇÕES S/A","2010",23896009
"1801",663,"METISA METALÚRGICA  TIMBOENSE SA","2017",1548325
"1802",663,"METISA METALÚRGICA  TIMBOENSE SA","2016",1548675
"1803",663,"METISA METALÚRGICA  TIMBOENSE SA","2015",1548175
"1804",663,"METISA METALÚRGICA  TIMBOENSE SA","2014",1548175
"1805",663,"METISA METALÚRGICA  TIMBOENSE SA","2013",1547425
"1806",663,"METISA METALÚRGICA  TIMBOENSE SA","2012",1547425
"1807",663,"METISA METALÚRGICA  TIMBOENSE SA","2011",1547420
"1808",663,"METISA METALÚRGICA  TIMBOENSE SA","2010",1547020
"1809",664,"MINASMAQUINAS SA","2015",18157
"1810",665,"MONTEIRO ARANHA SA","2017",119927
"1811",665,"MONTEIRO ARANHA SA","2016",6993481
"1812",665,"MONTEIRO ARANHA SA","2015",7065526
"1813",665,"MONTEIRO ARANHA SA","2014",7151026
"1814",665,"MONTEIRO ARANHA SA","2013",7752374
"1815",665,"MONTEIRO ARANHA SA","2012",1834780
"1816",665,"MONTEIRO ARANHA SA","2011",1273394
"1817",665,"MONTEIRO ARANHA SA","2010",2544043
"1818",666,"NADIR FIGUEIREDO IND E COM SA","2017",206262
"1819",666,"NADIR FIGUEIREDO IND E COM SA","2016",206262
"1820",666,"NADIR FIGUEIREDO IND E COM SA","2015",206262
"1821",666,"NADIR FIGUEIREDO IND E COM SA","2014",206262
"1822",666,"NADIR FIGUEIREDO IND E COM SA","2013",206262
"1823",666,"NADIR FIGUEIREDO IND E COM SA","2012",411087
"1824",666,"NADIR FIGUEIREDO IND E COM SA","2011",411087
"1825",666,"NADIR FIGUEIREDO IND E COM SA","2010",587662
"1826",667,"BANCO BRADESCO S.A.","2017",5535803
"1827",667,"BANCO BRADESCO S.A.","2016",5535803
"1828",667,"BANCO BRADESCO S.A.","2015",4575045
"1829",667,"BANCO BRADESCO S.A.","2014",3478332
"1830",667,"BANCO BRADESCO S.A.","2013",2898610
"1831",667,"BANCO BRADESCO S.A.","2012",2898610
"1832",667,"BANCO BRADESCO S.A.","2011",2559000
"1833",668,"SUZANO HOLDING S.A.","2017",13599939
"1834",668,"SUZANO HOLDING S.A.","2016",51117013
"1835",668,"SUZANO HOLDING S.A.","2015",40096372
"1836",668,"SUZANO HOLDING S.A.","2014",71688378
"1837",668,"SUZANO HOLDING S.A.","2013",57971877
"1838",668,"SUZANO HOLDING S.A.","2012",57971877
"1839",668,"SUZANO HOLDING S.A.","2011",57971877
"1840",668,"SUZANO HOLDING S.A.","2010",54780908
"1841",669,"NORDON INDS METALURGICAS SA","2017",2183455
"1842",669,"NORDON INDS METALURGICAS SA","2016",4366910
"1843",669,"NORDON INDS METALURGICAS SA","2015",2185638680
"1844",669,"NORDON INDS METALURGICAS SA","2014",4366910450
"1845",669,"NORDON INDS METALURGICAS SA","2013",4366910450
"1846",669,"NORDON INDS METALURGICAS SA","2012",2185629867
"1847",669,"NORDON INDS METALURGICAS SA","2011",4349284
"1848",669,"NORDON INDS METALURGICAS SA","2010",4349284
"1849",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2017",235399
"1850",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2016",2211142
"1851",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2015",1976395
"1852",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2014",2730568
"1853",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2013",2472158
"1854",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2012",2486909
"1855",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2011",2488675
"1856",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2010",2488827
"1857",672,"PARANAPANEMA SA","2017",18085105
"1858",672,"PARANAPANEMA SA","2016",4085105
"1859",673,"PANATLANTICA SA","2017",73351
"1860",673,"PANATLANTICA SA","2016",73351
"1861",673,"PANATLANTICA SA","2015",73351
"1862",673,"PANATLANTICA SA","2014",69944
"1863",673,"PANATLANTICA SA","2013",69944
"1864",673,"PANATLANTICA SA","2012",62274
"1865",675,"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS","2010",2708739869
"1866",676,"PETTENATI SA IND TEXTIL","2017",0
"1867",676,"PETTENATI SA IND TEXTIL","2016",1076
"1868",676,"PETTENATI SA IND TEXTIL","2015",1076
"1869",676,"PETTENATI SA IND TEXTIL","2014",76
"1870",676,"PETTENATI SA IND TEXTIL","2013",44
"1871",676,"PETTENATI SA IND TEXTIL","2012",44
"1872",676,"PETTENATI SA IND TEXTIL","2011",44
"1873",676,"PETTENATI SA IND TEXTIL","2010",44
"1874",679,"ALFA HOLDINGS SA","2017",0
"1875",679,"ALFA HOLDINGS SA","2016",966736
"1876",679,"ALFA HOLDINGS SA","2015",966736
"1877",679,"ALFA HOLDINGS SA","2014",966736
"1878",679,"ALFA HOLDINGS SA","2013",966736
"1879",679,"ALFA HOLDINGS SA","2012",973436
"1880",679,"ALFA HOLDINGS SA","2011",973436
"1881",679,"ALFA HOLDINGS SA","2010",1835588
