"","Código","Companhia","Ano","NIV","Management.Council","Statutory.Directors","Fiscal.Council","APC","RM","RMRANKIT","POEDIRECTOR","PO","AMDIRECTOR","AM","SIZE"
"741",106,"SHOPPING CENTER TACARUNA SA","2013",0,0,0,0,0,0,0,"",0,"",0,NA
"742",106,"SHOPPING CENTER TACARUNA SA","2012",0,0,0,0,0,0,0,"",0,"",0,NA
"743",106,"SHOPPING CENTER TACARUNA SA","2011",0,0,0,0,0,0,0,"",0,"",0,NA
"744",106,"SHOPPING CENTER TACARUNA SA","2010",0,0,0,0,0,0,0,"",0,"",0,NA
"745",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2017",0,0,0,0,0,612267.87,396,"",0,"745",1,12.4022601245607
"746",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2016",0,0,25.01,0,0,675178.74,53,"",0,"610",7,12.3062753826875
"747",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2015",0,0,35.48,0,0,625641.85,414,"",0,"610",7,12.0596181076152
"748",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2014",0,0,37.42,0,0,570510.72,343,"",0,"610",7,11.9417880383844
"749",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2013",0,0,53.84,0,0,481523.18,225,"",0,"610",7,11.9358047293322
"750",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2012",0,0,51.48,0,0,555766.24,327,"",0,"610",7,12.1195502398837
"751",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2011",0,0,50.24,0,0,491454.27,241,"",1,"610",7,12.4017381084157
"752",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2010",0,0,41.37,0,0,572992.2,345,"",1,"610",7,12.2605134812084
"753",108,"ITAITINGA PARTICIPACOES SA","2017",0,0,0,0,0,0,0,"",0,"965",4,4.06044301054642
"754",108,"ITAITINGA PARTICIPACOES SA","2016",0,0,0,0,0,0,0,"",0,"965",4,4.17438726989564
"755",108,"ITAITINGA PARTICIPACOES SA","2015",0,0,0,0,0,0,0,"",0,"965",4,4.23410650459726
"756",108,"ITAITINGA PARTICIPACOES SA","2014",0,0,0,0,0,0,0,"",0,"965",4,4.14313472639153
"757",108,"ITAITINGA PARTICIPACOES SA","2013",0,0,0,0,0,0,0,"",0,"",0,2.30258509299405
"758",108,"ITAITINGA PARTICIPACOES SA","2012",0,0,0,0,0,0,0,"",0,"",0,0.693147180559945
"759",108,"ITAITINGA PARTICIPACOES SA","2010",0,0,0,0,1,0,0,"",0,"",0,1.79175946922805
"760",109,"GAFISA SA","2017",1,0,64.36,0,18060,3970655.07,12,"",0,"911",6,14.8726541152451
"761",109,"GAFISA SA","2016",1,0,38.78,0,168698,3156874.33,305,"",0,"911",6,15.4661074961172
"762",109,"GAFISA SA","2015",1,0,41.6,0,194573,3332516.33,350,"",0,"911",6,15.7265825592392
"763",109,"GAFISA SA","2014",1,0,22.22,0,715737,2438366.83,38,"",0,"911",6,15.7904040316391
"764",109,"GAFISA SA","2013",1,0,22.25,0,2179049,2473392.81,59,"",0,"911",6,15.9175730556399
"765",109,"GAFISA SA","2012",1,0,23.54,0,2362158,3825024.52,452,"",0,"911",6,16.0205924081483
"766",109,"GAFISA SA","2011",1,0,18.92,0,3560122,3735904.3,441,"",0,"9",2,16.0674993767536
"767",109,"GAFISA SA","2010",1,0,18.92,0,0,1779265.61,140,"",0,"9",2,16.0720050097957
"768",110,"AMERICEL SA","2011",0,0,26.06,0,0,140455.75,225,"",0,"",0,15.34175510461
"769",110,"AMERICEL SA","2010",0,0,30.02,0,0,121454,207,"",0,"",0,14.5440330869611
"770",111,"ELETRON SA","2017",0,0,0,0,0,0,0,"",0,"",0,10.7811206127194
"771",111,"ELETRON SA","2016",0,0,0,0,0,0,0,"",0,"",0,10.3121807779957
"772",111,"ELETRON SA","2015",0,0,0,0,0,0,0,"",0,"",0,10.2842158804119
"773",111,"ELETRON SA","2014",0,0,0,0,0,0,0,"",0,"",0,10.2528407578441
"774",111,"ELETRON SA","2013",0,0,0,0,0,0,0,"",0,"",0,10.1808162129084
"775",111,"ELETRON SA","2012",0,0,0,0,0,0,0,"",0,"",0,10.1172674008974
"776",111,"ELETRON SA","2011",0,0,0,0,0,0,0,"",0,"",0,9.95816511382682
"777",111,"ELETRON SA","2010",0,0,0,0,0,0,0,"",0,"",0,9.88588350658777
"778",112,"VALETRON SA","2014",0,0,0,0,629,0,0,"",0,"",0,8.1605182474775
"779",112,"VALETRON SA","2013",0,0,0,0,629,0,0,"",0,"",0,8.0643219609108
"780",112,"VALETRON SA","2012",0,0,0,0,544,0,0,"",0,"",0,8.01135510916129
"781",112,"VALETRON SA","2011",0,0,0,0,507,0,0,"",0,"",0,8.04590874227078
"782",112,"VALETRON SA","2010",0,0,0,0,505,0,0,"",0,"",0,8.15392513200786
"783",113,"BELAPART SA","2016",0,0,0,0,0,0,0,"",0,"",0,10.3238084318763
"784",113,"BELAPART SA","2015",0,0,0,0,1298,0,0,"",0,"",0,10.2993062835925
"785",113,"BELAPART SA","2014",0,0,0,0,1298,0,0,"",0,"",0,8.22657347497711
"786",113,"BELAPART SA","2013",0,0,0,0,629,0,0,"",0,"",0,8.13211877295581
"787",113,"BELAPART SA","2012",0,0,0,0,544,0,0,"",0,"",0,8.07775756373692
"788",113,"BELAPART SA","2011",0,0,0,0,507,0,0,"",0,"",0,8.03203531439882
"789",113,"BELAPART SA","2010",0,0,0,0,507,0,0,"",0,"",0,8.07464907506665
"790",114,"524 PARTICIPAÇOES SA","2017",0,0,0,0,0,0,0,"",0,"231",1,4.60517018598809
"791",114,"524 PARTICIPAÇOES SA","2016",0,0,0,0,0,0,0,"",0,"663",7,5.01063529409626
"792",114,"524 PARTICIPAÇOES SA","2015",0,0,0,0,0,0,0,"",0,"663",7,5.51745289646471
"793",114,"524 PARTICIPAÇOES SA","2014",0,0,0,0,0,0,0,"",0,"663",7,5.77455154554441
"794",114,"524 PARTICIPAÇOES SA","2013",0,0,0,0,0,0,0,"",0,"663",7,6.22059017009974
"795",114,"524 PARTICIPAÇOES SA","2012",0,0,0,0,0,0,0,"",0,"663",7,6.22059017009974
"796",114,"524 PARTICIPAÇOES SA","2011",0,0,0,0,0,0,0,"",0,"663",7,3.55534806148941
"797",114,"524 PARTICIPAÇOES SA","2010",0,0,0,0,0,0,0,"",0,"663",7,6.8596149036542
"798",115,"BRF S.A.","2017",1,0,41.77,0,0,14626184.14,429,"",1,"534",2,0
"799",115,"BRF S.A.","2016",1,0,26.72,0,0,11125548.11,404,"",0,"534",2,0
"800",115,"BRF S.A.","2015",1,0,16.62,0,0,8997297.43,360,"",0,"789",3,0
"801",115,"BRF S.A.","2014",1,0,30.4,0,0,10709196.49,396,"",0,"789",3,0
"802",115,"BRF S.A.","2013",1,25.55,25.87,0,0,9217606.97,366,"",0,"789",3,0
"803",115,"BRF S.A.","2012",0,0,29.14,0,0,4164308.23,43,"",0,"179",1,0
"804",115,"BRF S.A.","2011",0,0,65.62,0,0,3397224.89,365,"",0,"443",2,0
"805",115,"BRF S.A.","2010",0,63.34,52.49,0,0,2418992.99,31,"",0,"443",2,0
"806",116,"ROSSI RESIDENCIAL SA","2017",1,45.98,0,0,674,1603684.06,37,"",0,"423",2,15.160996726552
"807",116,"ROSSI RESIDENCIAL SA","2016",1,0,0,0,4006575,1544819.59,444,"113",0,"423",2,15.3877374484622
"808",116,"ROSSI RESIDENCIAL SA","2015",1,0,0,0,4046901,84000,158,"120",0,"878",1,15.475791573465
"809",116,"ROSSI RESIDENCIAL SA","2014",1,0,0,0,2283808,2578951.33,114,"120",0,"",0,15.7311125926853
"810",116,"ROSSI RESIDENCIAL SA","2013",1,0,0,0,1721793,2300939.38,431,"120",0,"525",4,15.8427232361693
"811",116,"ROSSI RESIDENCIAL SA","2012",1,0,0,0,2529934,1395483.14,325,"120",0,"525",4,15.9235350618309
"812",116,"ROSSI RESIDENCIAL SA","2011",1,0,0.44,0,10026818,2509561.8,84,"120",0,"525",4,15.7804305831968
"813",116,"ROSSI RESIDENCIAL SA","2010",0,0,0.28,0,1029718,2022324.67,305,"120",0,"525",4,15.4473952459103
"814",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2014",0,0,0,0,1,123750,210,"",0,"638",5,10.1505819780061
"815",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2013",0,0,0,0,1,223222,332,"",1,"638",5,10.9690255334748
"816",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2012",0,0,0,0,1,120600,205,"",1,"638",5,10.9704887678275
"817",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2011",0,0,0,0,1,121140,206,"",1,"638",5,11.5790034255626
"818",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2010",0,0,0,0,6,105810,185,"",1,"638",5,15.1080863719603
"819",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2017",0,0,0,0,0,965752.74,417,"",0,"436",5,0
"820",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2016",0,0,52.95,0,0,954309.33,403,"",0,"436",5,0
"821",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2015",0,0,0,0,0,817968.7,222,"",0,"436",5,0
"822",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2014",0,0,0,0,0,965656.67,416,"",0,"436",5,0
"823",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2013",0,0,0,0,0,829124.65,238,"",0,"436",5,0
"824",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2012",0,0,0,0,0,578994.21,357,"",0,"993",2,0
"825",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2011",0,0,0,0,0,390549.24,114,"",0,"993",2,0
"826",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2010",0,0,0,0,0,379269.11,98,"",0,"",0,0
"827",119,"TAM S.A.","2011",0,0,0,0,402900,2931592.04,242,"",0,"629",2,0
"828",119,"TAM S.A.","2010",0,0,0,0,20077965,144857.14,228,"",0,"629",2,0
"829",120,"SUL 116 PARTICIPAÇÕES S.A.","2017",0,0,0,0,0,16866,416,"",0,"",0,9.38311651592661
"830",120,"SUL 116 PARTICIPAÇÕES S.A.","2016",0,0,0,0,0,18750,434,"",0,"",0,9.37957668922148
"831",120,"SUL 116 PARTICIPAÇÕES S.A.","2015",0,0,0,0,0,18750,433,"",1,"",0,9.35366119142041
"832",120,"SUL 116 PARTICIPAÇÕES S.A.","2014",0,0,0,0,0,11833.33,359,"",0,"",0,9.41678527366734
"833",120,"SUL 116 PARTICIPAÇÕES S.A.","2013",0,0,0,0,0,9333.33,324,"",0,"",0,9.47562344948448
"834",120,"SUL 116 PARTICIPAÇÕES S.A.","2012",0,0,0,0,8338,7500,299,"",0,"",0,9.48174061185368
"835",120,"SUL 116 PARTICIPAÇÕES S.A.","2011",0,0,0,0,8338,18750,432,"",0,"",0,9.47162713306843
"836",120,"SUL 116 PARTICIPAÇÕES S.A.","2010",0,0,0,0,8338,18333.33,425,"",0,"",0,9.43946599496794
"837",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2017",0,0,0,0,0,0,0,"",0,"",0,0
"838",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2016",0,0,0,0,0,0,0,"",0,"",0,0
"839",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2015",0,0,0,0,0,8928,318,"",0,"75",6,0
"840",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2014",0,0,0,0,0,7440,292,"",0,"75",6,0
"841",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2013",0,0,0,0,0,8928,319,"",0,"75",6,0
"842",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2012",0,0,0,0,0,11196,350,"",0,"75",6,0
"843",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2011",0,0,0,0,0,8357.14,308,"",0,"75",6,0
"844",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2010",0,0,0,0,0,1186376.67,178,"",0,"75",6,0
"845",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2017",0,0,22.42,0,0,666666.67,41,"",1,"501",8,12.5853819878278
"846",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2016",0,0,0,0,0,0,179,"",1,"501",8,12.5365591461814
"847",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2015",0,0,35.17,0,0,0,178,"",1,"501",8,12.5874670309677
"848",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2014",0,0,45.67,0,0,0,177,"",1,"501",8,12.7406108896559
"849",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2013",0,0,36.72,0,0,0,176,"",1,"501",8,12.7138205379362
"850",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2012",0,0,35.44,0,0,5000,269,"",1,"501",8,12.1103708890697
"851",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2011",0,0,0,0,0,0,0,"",1,"501",8,12.2925347050059
"852",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2010",0,0,34.98,0,0,110500,193,"",0,"501",8,12.0743510428189
"853",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2017",0,0,33.59,0,0,113833.33,197,"",0,"460",3,0
"854",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2016",0,0,28.12,0,0,51666.67,108,"",0,"460",3,0
"855",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2015",0,0,29.71,0,810,703430.81,89,"",0,"460",3,0
"856",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2014",0,0,29.71,0,0,730425.43,122,"",0,"",0,0
"857",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2013",0,0,23.36,0,0,612069.07,394,"",0,"119",4,0
"858",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2012",0,0,29.64,0,0,535617.11,300,"",0,"119",4,0
"859",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2011",0,0,30.71,0,0,887883.37,315,"",0,"119",4,0
"860",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2010",0,0,22.15,0,0,914417,354,"",0,"119",4,0
"861",124,"RIO GRANDE ENERGIA SA","2017",0,0,17.59,0,0,590666.67,369,"",0,"460",3,0
"862",124,"RIO GRANDE ENERGIA SA","2016",0,0,0,0,0,536500,303,"",0,"460",3,0
"863",124,"RIO GRANDE ENERGIA SA","2015",0,0,0,0,0,536500,302,"",0,"460",3,0
"864",124,"RIO GRANDE ENERGIA SA","2014",0,0,0,0,0,847666.67,259,"",0,"131",1,0
"865",124,"RIO GRANDE ENERGIA SA","2013",0,0,0,0,0,562833.33,332,"",0,"857",3,0
"866",124,"RIO GRANDE ENERGIA SA","2012",0,0,0,0,0,577416.67,354,"",0,"857",3,0
"867",124,"RIO GRANDE ENERGIA SA","2011",0,0,0,0,0,623750,412,"",0,"857",3,0
"868",124,"RIO GRANDE ENERGIA SA","2010",0,0,0,0,0,728500,121,"",0,"555",1,0
"869",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2017",0,0,0,0,959,5640,273,"",0,"",0,0
"870",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2016",0,0,0,0,999,7650,300,"",0,"",0,0
"871",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2015",0,0,0,0,999,9600,332,"",0,"",0,0
"872",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2014",0,0,0,0,999,8760,315,"",0,"",0,0
"873",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2013",0,0,0,0,958,8400,309,"",0,"",0,0
"874",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2012",0,0,0,0,1000,8120,304,"",0,"",0,0
"875",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2011",0,0,0,0,1000,14560,387,"",0,"",0,0
"876",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2010",0,0,0,0,1000,6120,277,"",0,"",0,0
"877",126,"BONAIRE PARTICIPAÇOES SA","2017",0,0,73.24,0,0,0,175,"",1,"681",8,11.2200298254656
"878",126,"BONAIRE PARTICIPAÇOES SA","2016",0,0,63.84,0,0,2866.67,237,"",1,"681",8,11.4219170194256
"879",126,"BONAIRE PARTICIPAÇOES SA","2015",0,0,64.1,0,0,2200,229,"",1,"681",8,11.1415863833414
"880",126,"BONAIRE PARTICIPAÇOES SA","2014",0,0,64.19,0,0,2300,231,"",1,"681",8,11.3048675510741
"881",126,"BONAIRE PARTICIPAÇOES SA","2013",0,0,53.55,0,0,0,174,"",1,"681",8,12.6198795307362
"882",126,"BONAIRE PARTICIPAÇOES SA","2012",0,0,54.09,0,0,0,173,"",1,"681",8,12.6511462121215
"883",126,"BONAIRE PARTICIPAÇOES SA","2011",0,0,53.53,0,0,220000,326,"",1,"681",8,13.3337419924644
"884",126,"BONAIRE PARTICIPAÇOES SA","2010",0,0,0,0,0,2200,228,"",1,"681",8,14.0042589185417
"885",127,"SUDESTE SA","2017",0,0,0,0,0,0,0,"",0,"232",1,3.05111967563355
"886",127,"SUDESTE SA","2016",0,0,0,0,0,0,0,"",0,"",0,3.00919129323815
"887",127,"SUDESTE SA","2015",0,0,0,0,0,0,0,"",0,"",0,2.78538154403853
"888",127,"SUDESTE SA","2014",0,0,0,0,0,0,0,"",0,"",0,2.98654015518508
"889",127,"SUDESTE SA","2013",0,0,0,0,0,0,0,"",0,"",0,2.59726760509057
"890",127,"SUDESTE SA","2012",0,0,0,0,0,0,0,"",0,"",0,4.56152128285753
"891",127,"SUDESTE SA","2011",0,0,0,0,0,0,0,"",0,"",0,3.07264701732212
"892",127,"SUDESTE SA","2010",0,0,0,0,0,0,0,"",0,"",0,3.38757163808034
"893",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2017",0,0,9.75,0,100,108000,188,"",0,"103",1,15.6954854013087
"894",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2016",0,0,0,0,100,1150224.74,147,"",0,"105",7,15.54329898945
"895",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2015",0,0,0,0,100,1441904.76,374,"",0,"105",7,15.4485358871189
"896",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2014",0,0,0,0,0,1453325,389,"",0,"105",7,15.3261742176153
"897",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2013",0,0,0,0,0,1488575,409,"",0,"105",7,15.1007595243307
"898",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2012",0,0,0,0,0,1355944.44,307,"",0,"105",7,15.0993631951619
"899",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2011",0,0,0,0,0,1189189.96,179,"",0,"105",7,14.9025022550033
"900",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2010",0,0,0,0,0,1087925.24,90,"",0,"105",7,14.8478434332431
"901",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2017",0,0,0,0,0,92119.44,171,"",0,"121",8,0
"902",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2016",0,0,0,0,0,86668.02,161,"",0,"121",8,0
"903",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2015",0,0,0,0,0,78312.12,143,"",0,"121",8,0
"904",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2014",0,0,0,0,0,917575.7,362,"",0,"121",8,0
"905",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2013",0,0,0,0,0,24790.77,31,"",0,"121",8,0
"906",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2012",0,0,0,0,0,23422.87,26,"",0,"121",8,0
"907",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2011",0,0,0,0,0,33606.41,64,"",0,"121",8,0
"908",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2010",0,0,0,0,0,20766.03,16,"",0,"121",8,0
"909",130,"UPTICK PARTICIPACOES SA","2017",0,0,0,0,0,0,172,"",1,"",0,11.3465402474746
"910",130,"UPTICK PARTICIPACOES SA","2016",0,77.69,100,0,1,4300,266,"",1,"",0,11.3474610252427
"911",130,"UPTICK PARTICIPACOES SA","2015",0,84.79,100,0,0,300,209,"96",1,"",0,11.2928023475495
"912",130,"UPTICK PARTICIPACOES SA","2014",0,91.17,100,0,0,0,171,"",1,"187",1,11.2200700337445
"913",130,"UPTICK PARTICIPACOES SA","2013",0,91.03,100,0,0,0,170,"",0,"187",4,11.2576976751832
"914",130,"UPTICK PARTICIPACOES SA","2012",0,88.92,100,0,0,2966.67,240,"",0,"187",4,11.273144272503
"915",130,"UPTICK PARTICIPACOES SA","2011",0,91.75,100,0,0,2966.67,239,"",0,"187",4,11.1970633726528
"916",130,"UPTICK PARTICIPACOES SA","2010",0,96.49,0,0,0,2966.67,238,"",0,"187",4,11.1676001552883
"917",131,"GPC PARTICIPACOES SA","2017",0,0,0,0,216724,446933.33,180,"",0,"10",1,13.6044104424596
"918",131,"GPC PARTICIPACOES SA","2016",0,0,0,0,0,0,0,"",0,"",0,13.496560703797
"919",131,"GPC PARTICIPACOES SA","2015",0,0,0,0,0,0,0,"",0,"",0,13.473980351352
"920",131,"GPC PARTICIPACOES SA","2014",0,0,0,0,0,0,0,"",0,"",0,13.443202624552
"921",131,"GPC PARTICIPACOES SA","2013",0,0,0,0,0,0,0,"",0,"",0,13.4530417189274
"922",131,"GPC PARTICIPACOES SA","2012",0,0,0,0,14321436,391428.57,116,"103",0,"11",2,13.4622597449922
"923",131,"GPC PARTICIPACOES SA","2011",0,0,0,0,109085080,340790.5,57,"103",0,"11",2,13.5481133494551
"924",131,"GPC PARTICIPACOES SA","2010",0,0,0,0,108191107,391428.57,115,"103",0,"757",1,13.558383555069
"925",132,"PORTO SEGURO SA","2017",0,0,0,0,0,3579752.14,410,"50",0,"862",1,17.1718485348899
"926",132,"PORTO SEGURO SA","2016",1,0,0,0,0,2816972,195,"50",0,"272",6,17.0485538289443
"927",132,"PORTO SEGURO SA","2015",1,0,0,0,0,3410246.86,370,"50",0,"272",6,16.95860223129
"928",132,"PORTO SEGURO SA","2014",1,0,0,0,0,3505535.14,398,"50",0,"272",6,16.9254822180824
"929",132,"PORTO SEGURO SA","2013",1,0,0,0,0,3285230.43,335,"50",0,"272",6,16.8315019722434
"930",132,"PORTO SEGURO SA","2012",1,0,0,0,0,3014444.43,268,"50",0,"272",6,16.746168433491
"931",132,"PORTO SEGURO SA","2011",1,0,0,0,0,2096205,337,"50",0,"272",6,16.6365810634957
"932",132,"PORTO SEGURO SA","2010",1,0,0,0,0,65707.14,127,"50",1,"406",1,16.5099825239865
"933",133,"LIGA FUTEBOL SA","2011",0,0,0,0,0,0,0,"",0,"",0,0
"934",133,"LIGA FUTEBOL SA","2010",0,0,0,0,0,0,0,"",0,"",0,0
"935",134,"ALEF SA","2017",0,0,0,0,0,0,0,"",0,"232",1,0
"936",134,"ALEF SA","2016",0,0,0,0,0,0,0,"",0,"",0,0
"937",134,"ALEF SA","2015",0,0,0,0,0,0,0,"",0,"",0,0
"938",134,"ALEF SA","2014",0,0,0,0,0,0,0,"",0,"",0,0
"939",134,"ALEF SA","2013",0,0,0,0,0,0,0,"",0,"",0,0
"940",134,"ALEF SA","2012",0,0,0,0,0,0,0,"",0,"",0,0
"941",134,"ALEF SA","2011",0,0,0,0,0,0,0,"",0,"",0,0
"942",134,"ALEF SA","2010",0,0,0,0,0,0,0,"",0,"",0,0
"943",135,"INEPAR ENERGIA SA","2010",0,0,0,0,0,30280,49,"",1,"101",1,15.0411442619284
"944",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2017",0,0,0,0,0,213626.95,320,"",0,"221",1,0
"945",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2016",0,0,0,0,0,213626.95,319,"",0,"772",1,0
"946",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2015",0,0,0,0,0,220747.85,329,"",0,"667",1,0
"947",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2014",0,0,0,0,0,187882.1,277,"",0,"537",5,0
"948",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2013",0,0,0,0,0,173163.27,251,"",0,"537",5,0
"949",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2012",0,0,0,0,0,134783.96,221,"",0,"537",5,0
"950",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2011",0,0,22.95,0,0,112064.77,196,"",0,"537",5,0
"951",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2010",0,0,21.78,0,0,112064.77,195,"",0,"537",5,0
"952",137,"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","2012",0,0,22.08,0,1946575799,25000,35,"",1,"567",3,0
"953",137,"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","2011",0,0,23.7,0,1946575799,0,169,"",1,"567",3,0
"954",137,"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","2010",0,0,23.15,0,1946575799,13333.33,377,"",1,"567",3,0
"955",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2017",0,0,25.64,0,8054,550014.07,319,"",1,"3",1,14.9868288603109
"956",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2016",0,0,27.13,0,8054,472266.32,214,"",1,"982",4,14.8797128898787
"957",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2015",0,0,31.82,0,8054,473032.69,216,"",1,"982",4,14.7969300117732
"958",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2014",0,0,0,0,8054,393756.46,117,"",1,"982",4,14.6943718673656
"959",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2013",0,0,0,0,8054,290958.27,420,"",1,"982",4,14.6609100461541
"960",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2012",0,0,0,0,8054,254008.05,379,"",1,"197",3,14.6252307090136
"961",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2011",0,0,0,0,0,253643.27,378,"",1,"197",3,14.6434119457062
"962",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2010",0,0,22.88,0,0,259820.2,393,"",1,"197",3,14.3588906865456
"963",139,"BICICLETAS MONARK SA","2017",0,0,14.34,0,10711,772333.33,170,"",1,"961",8,0
"964",139,"BICICLETAS MONARK SA","2016",0,0,28.61,0,10711,819600,227,"",1,"961",8,0
"965",139,"BICICLETAS MONARK SA","2015",0,0,17.76,0,10711,810000,210,"",1,"961",8,0
"966",139,"BICICLETAS MONARK SA","2014",0,0,15.71,0,10711,752666.67,146,"",1,"961",8,0
"967",139,"BICICLETAS MONARK SA","2013",0,0,19.87,0,10711,649000,10,"",1,"961",8,0
