"","Código","Companhia","Ano","NIV","Management.Council","Statutory.Directors","Fiscal.Council","APC","RM","RMRANKIT","POEDIRECTOR","PO","AMDIRECTOR","AM","SIZE"
"3765",603,"KARSTEN SA","2015",0,0,0,0,0,1055620.16,45,"",0,"95",5,12.5311372041693
"3766",603,"KARSTEN SA","2014",0,0,0,0,0,1079084.45,82,"",0,"95",5,12.6778091474844
"3767",603,"KARSTEN SA","2013",0,0,0,0,0,1063606,61,"",0,"95",5,12.8049998018502
"3768",603,"KARSTEN SA","2012",0,0,0,0,1677128,1063606,60,"",0,"41",3,12.9501339235916
"3769",603,"KARSTEN SA","2011",0,0,0,0,3332724,751499.5,145,"",0,"41",3,12.8091720256473
"3770",603,"KARSTEN SA","2010",0,0,0,0,3311192,775408.75,177,"",0,"41",3,12.9018513605641
"3771",604,"VALE S.A.","2017",1,0,0,0,0,29488527.61,453,"",0,"276",2,0
"3772",604,"VALE S.A.","2016",1,50,50,0,0,21824367.27,449,"",0,"276",2,0
"3773",604,"VALE S.A.","2015",0,50,50,0,0,10838206.3,400,"",0,"718",6,0
"3774",604,"VALE S.A.","2014",0,50,50,0,31535402,9659552.18,377,"",0,"718",6,0
"3775",604,"VALE S.A.","2013",0,50,50,0,1162111251,8064774.65,333,"",0,"718",6,0
"3776",604,"VALE S.A.","2012",0,0,0,0,0,13628378.01,424,"",0,"718",6,0
"3777",604,"VALE S.A.","2011",0,0,0,0,0,11998031.75,414,"",0,"718",6,0
"3778",604,"VALE S.A.","2010",0,0,0,0,0,10899557.37,401,"",0,"718",6,0
"3779",605,"ELEKEIROZ S/A","2017",0,0,0,0,0,3417833.33,374,"",0,"642",3,13.0342510309338
"3780",605,"ELEKEIROZ S/A","2016",0,0,0,0,0,2200000,387,"",0,"642",3,12.9815483807621
"3781",605,"ELEKEIROZ S/A","2015",0,0,0,0,0,2197333.33,386,"",0,"642",3,13.5445164633986
"3782",605,"ELEKEIROZ S/A","2014",0,0,0,0,0,1569550.3,7,"",0,"641",5,13.4637122751892
"3783",605,"ELEKEIROZ S/A","2013",0,0,0,0,0,2062105.48,322,"",0,"641",5,13.5006737777852
"3784",605,"ELEKEIROZ S/A","2012",0,0,0,0,0,2315285.71,445,"",0,"641",5,13.4269143662629
"3785",605,"ELEKEIROZ S/A","2011",0,0,0,0,0,2190629.63,383,"",0,"641",5,13.3901544286533
"3786",605,"ELEKEIROZ S/A","2010",0,0,0,0,0,2856466.67,207,"",0,"641",5,13.3585668751473
"3787",606,"COBRASMA SA","2017",0,0,0,0,0,0,0,"",1,"545",8,11.9720450776139
"3788",606,"COBRASMA SA","2016",0,0,0,0,2393493,0,0,"",1,"545",8,11.9866347198965
"3789",606,"COBRASMA SA","2015",0,0,0,0,2393493,0,0,"",1,"545",8,12.0005356845361
"3790",606,"COBRASMA SA","2014",0,0,0,0,2393493,0,0,"",1,"545",8,12.0300631258499
"3791",606,"COBRASMA SA","2013",0,0,0,0,2393493,0,0,"",1,"545",8,12.0254077157716
"3792",606,"COBRASMA SA","2012",0,0,0,0,2393493,0,0,"",1,"545",8,12.0423706635605
"3793",606,"COBRASMA SA","2011",0,0,0,0,2393493,0,0,"",1,"545",8,12.0567718526322
"3794",606,"COBRASMA SA","2010",0,0,0,0,2393493,0,0,"",1,"545",8,12.0735179186695
"3795",607,"GRAZZIOTIN SA","2017",0,33.35,20.1,0,21060,963050,412,"111",1,"823",1,13.4315922933577
"3796",607,"GRAZZIOTIN SA","2016",0,0,0,0,22360,1237067.53,212,"111",1,"822",7,13.3751949078591
"3797",607,"GRAZZIOTIN SA","2015",0,0,72.99,0,22360,1265111.53,230,"111",0,"822",7,13.3020157634627
"3798",607,"GRAZZIOTIN SA","2014",0,0,72.99,0,663000,942804.73,392,"111",1,"822",7,13.2875835573379
"3799",607,"GRAZZIOTIN SA","2013",0,0,72.99,0,683960,985073.6,433,"",1,"822",7,13.1574042730478
"3800",607,"GRAZZIOTIN SA","2012",0,0,0,0,661700,975896,422,"",1,"822",7,13.0326616997079
"3801",607,"GRAZZIOTIN SA","2011",0,0,0,0,661700,909791.58,348,"",1,"822",7,12.9621357761021
"3802",607,"GRAZZIOTIN SA","2010",0,0,0,0,454000,980470,426,"",1,"822",7,12.8936955528519
"3803",608,"CONFAB INDUSTRIAL SA","2011",0,0,0,0,0,0,0,"",0,"",0,14.502819730469
"3804",608,"CONFAB INDUSTRIAL SA","2010",0,0,0,0,0,1403436.85,332,"",0,"972",1,14.3922480718648
"3805",609,"GUARARAPES CONFECÇÕES SA","2017",0,0,0,0,7850824,965218.14,415,"",1,"726",6,15.8926716263404
"3806",609,"GUARARAPES CONFECÇÕES SA","2016",0,0,0,0,21724063,1965622.24,260,"",1,"726",6,15.8594236217932
"3807",609,"GUARARAPES CONFECÇÕES SA","2015",0,0,0,0,23641677,1555497.26,458,"",1,"726",6,15.7661004541874
"3808",609,"GUARARAPES CONFECÇÕES SA","2014",0,0,0,0,23641677,1866260.72,212,"",1,"726",6,15.5974324633141
"3809",609,"GUARARAPES CONFECÇÕES SA","2013",0,0,0,0,23641677,1970694.72,264,"",1,"726",6,15.3753987078071
"3810",609,"GUARARAPES CONFECÇÕES SA","2012",0,0,0,0,23641677,1970062.51,263,"",1,"726",6,15.2602323052159
"3811",609,"GUARARAPES CONFECÇÕES SA","2011",0,0,0,0,21724063,1857510,205,"",1,"",0,15.1267984664947
"3812",609,"GUARARAPES CONFECÇÕES SA","2010",0,0,0,0,23641677,1837692,189,"",1,"",0,14.9689783886751
"3813",610,"CONSERVAS ODERICH SA","2017",0,0,0,0,26995,1707266,104,"",1,"654",3,12.8556388206639
"3814",610,"CONSERVAS ODERICH SA","2016",0,0,0,0,6186235,627663.11,418,"",1,"654",3,12.8877164148317
"3815",610,"CONSERVAS ODERICH SA","2015",0,0,0,0,5608056,1192494.33,182,"",1,"654",3,12.9254795028767
"3816",610,"CONSERVAS ODERICH SA","2014",0,0,0,0,5248017,518666.67,279,"",1,"653",1,12.8550249623361
"3817",610,"CONSERVAS ODERICH SA","2013",0,0,0,0,4669838,257920,390,"",1,"",0,12.7694812317043
"3818",610,"CONSERVAS ODERICH SA","2012",0,0,0,0,5046035,474643,219,"",1,"",0,12.6779900673062
"3819",610,"CONSERVAS ODERICH SA","2011",0,0,0,0,5178043,202176,301,"",1,"",0,12.621761974373
"3820",610,"CONSERVAS ODERICH SA","2010",0,0,40.45,0,4969496,202176,300,"",1,"",0,12.5766495084441
"3821",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2017",0,0,54.53,0,47,869921.83,291,"",1,"766",8,0
"3822",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2016",0,0,50.19,0,1801007,900127.67,335,"",1,"766",8,0
"3823",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2015",0,0,50.53,0,3601920,924780.83,368,"",1,"766",8,0
"3824",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2014",0,0,53.29,0,1801007,875515.19,297,"",1,"766",8,0
"3825",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2013",0,0,51.32,0,1833507,763602.48,162,"",1,"766",8,0
"3826",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2012",0,0,48.14,0,1833507,709495.6,93,"",1,"766",8,0
"3827",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2011",0,0,53.3,0,1837507,490127.67,237,"",1,"766",8,0
"3828",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2010",0,0,0,0,2074094,554646.17,325,"",1,"766",8,0
"3829",612,"CONST ADOLPHO LINDENBERG SA","2017",0,0,0,0,0,348599.2,65,"",0,"",0,0
"3830",612,"CONST ADOLPHO LINDENBERG SA","2016",0,0,0,0,6378,1415000,346,"",0,"",0,0
"3831",612,"CONST ADOLPHO LINDENBERG SA","2015",0,0,0,0,6378,1415000,345,"",0,"",0,0
"3832",612,"CONST ADOLPHO LINDENBERG SA","2014",0,0,0,0,7044,1415000,344,"",0,"",0,0
"3833",612,"CONST ADOLPHO LINDENBERG SA","2013",0,0,0,0,6378,33333.33,60,"",0,"",0,0
"3834",612,"CONST ADOLPHO LINDENBERG SA","2012",0,0,0,0,6376,33400,63,"",0,"",0,0
"3835",612,"CONST ADOLPHO LINDENBERG SA","2011",0,0,0,0,6370,33400,62,"",0,"",0,0
"3836",612,"CONST ADOLPHO LINDENBERG SA","2010",0,0,0,0,0,2e+05,293,"",1,"",0,0
"3837",613,"CONSTRUTORA BETER SA","2014",0,0,0,0,0,0,0,"",0,"",0,0
"3838",613,"CONSTRUTORA BETER SA","2013",0,0,0,0,0,0,0,"",0,"",0,0
"3839",613,"CONSTRUTORA BETER SA","2012",0,0,0,0,0,0,0,"",0,"",0,0
"3840",613,"CONSTRUTORA BETER SA","2011",0,0,0,0,0,0,0,"",0,"",0,0
"3841",613,"CONSTRUTORA BETER SA","2010",0,0,0,0,0,0,0,"",0,"",0,0
"3842",614,"CONST LIX DA CUNHA SA","2016",0,0,0,0,270566,414000,144,"94",0,"248",2,12.5994516770364
"3843",614,"CONST LIX DA CUNHA SA","2015",0,0,0,0,1214213,414000,143,"94",0,"248",2,12.568939877618
"3844",614,"CONST LIX DA CUNHA SA","2014",0,0,0,0,1666127,660000,34,"94",1,"713",5,12.531758344632
"3845",614,"CONST LIX DA CUNHA SA","2013",0,0,0,0,1214213,298560,429,"94",1,"713",5,12.6596896189003
"3846",614,"CONST LIX DA CUNHA SA","2012",0,0,0,0,762299,298560,428,"94",1,"713",5,12.7448149472904
"3847",614,"CONST LIX DA CUNHA SA","2011",0,0,0,0,1214213,222870,331,"94",0,"713",5,12.7080441873425
"3848",614,"CONST LIX DA CUNHA SA","2010",0,0,0,0,1098601,483333.33,229,"94",0,"713",5,12.7886987956289
"3849",615,"MENDES JUNIOR ENGENHARIA SA","2017",0,0,24.49,0,0,60000,120,"",0,"67",1,0
"3850",615,"MENDES JUNIOR ENGENHARIA SA","2016",0,0,20.83,0,0,320000,23,"",0,"412",7,0
"3851",615,"MENDES JUNIOR ENGENHARIA SA","2015",0,0,26.46,0,0,320000,22,"",1,"412",7,0
"3852",615,"MENDES JUNIOR ENGENHARIA SA","2014",0,0,51.79,0,0,1011464.49,4,"",1,"412",7,0
"3853",615,"MENDES JUNIOR ENGENHARIA SA","2013",0,46.52,33.9,0,0,1011204.92,3,"",1,"412",7,0
"3854",615,"MENDES JUNIOR ENGENHARIA SA","2012",0,46.52,61.1,0,0,807919.24,208,"",1,"412",7,0
"3855",615,"MENDES JUNIOR ENGENHARIA SA","2011",0,66.5,73.34,0,0,662535.06,37,"",1,"412",7,0
"3856",615,"MENDES JUNIOR ENGENHARIA SA","2010",0,0,72.52,0,0,854580.37,269,"",1,"412",7,0
"3857",616,"BRASKEM S.A.","2017",0,0,0,0,0,9906405.32,382,"",0,"299",4,17.7922261351636
"3858",616,"BRASKEM S.A.","2016",0,0,0,0,0,6494987.56,269,"",0,"299",4,17.7633224522596
"3859",616,"BRASKEM S.A.","2015",0,0,0,0,0,5939267.18,233,"",0,"299",4,17.9092098120198
"3860",616,"BRASKEM S.A.","2014",0,0,0,0,0,5524639.13,201,"",0,"299",4,17.7159011888967
"3861",616,"BRASKEM S.A.","2013",0,0,0,0,0,4213518.8,53,"",0,"156",3,17.6938957631382
"3862",616,"BRASKEM S.A.","2012",0,0,0,0,0,4184033.15,47,"",0,"156",3,17.5330643942093
"3863",616,"BRASKEM S.A.","2011",0,0,0,0,0,4067735.51,29,"",0,"156",3,17.4359548689604
"3864",616,"BRASKEM S.A.","2010",0,0,0,0,0,3863787.55,461,"",0,"157",1,17.3558172342908
"3865",617,"CORREA RIBEIRO SA COM IND","2017",0,0,0,0,0,8e+05,201,"",1,"97",5,0
"3866",617,"CORREA RIBEIRO SA COM IND","2016",0,16.09,16.25,0,1,8e+05,200,"",1,"97",5,0
"3867",617,"CORREA RIBEIRO SA COM IND","2015",0,13.78,15.56,0,1,8e+05,199,"",1,"97",5,0
"3868",617,"CORREA RIBEIRO SA COM IND","2014",0,5.27,6.1,0,1,8e+05,198,"",1,"97",5,0
"3869",617,"CORREA RIBEIRO SA COM IND","2013",0,5.27,6.1,0,1,8e+05,197,"",1,"97",5,0
"3870",617,"CORREA RIBEIRO SA COM IND","2012",0,0,0,0,1,8e+05,196,"",1,"",0,0
"3871",617,"CORREA RIBEIRO SA COM IND","2011",0,0,0,0,1,420000,150,"",1,"",0,0
"3872",617,"CORREA RIBEIRO SA COM IND","2010",0,40.72,40.67,0,1,240000,354,"",1,"",0,0
"3873",618,"DOHLER S.A.","2017",0,40.6,40.6,0,8830980,795500,191,"",0,"",0,13.4193772726409
"3874",618,"DOHLER S.A.","2016",0,40.63,40.68,0,19819068,876933.33,299,"",0,"",0,13.3720694017858
"3875",618,"DOHLER S.A.","2015",0,48.98,49.09,0,19819068,756166.67,151,"",0,"978",6,13.3758436807059
"3876",618,"DOHLER S.A.","2014",0,48.98,49.02,0,19819068,686833.33,64,"",0,"978",6,13.3446905956093
"3877",618,"DOHLER S.A.","2013",0,48.94,48.72,0,19066968,639166.67,438,"",0,"978",6,13.2662957419024
"3878",618,"DOHLER S.A.","2012",0,50,48.28,0,16723140,597000,377,"",0,"978",6,13.2221109700409
"3879",618,"DOHLER S.A.","2011",0,50,50,0,15373040,554000,324,"",0,"978",6,13.1625855120446
"3880",618,"DOHLER S.A.","2010",0,50.64,53.07,0,13630080,516333.33,273,"",0,"978",6,13.1263812947529
"3881",619,"RAIA DROGASIL S.A.","2017",1,21.91,46.23,0,669317,7504872.62,313,"",0,"619",6,0
"3882",619,"RAIA DROGASIL S.A.","2016",1,34.34,33.2,0,65938877,7182105.85,303,"",0,"619",6,0
"3883",619,"RAIA DROGASIL S.A.","2015",1,34.34,33.2,0,93436833,5337544.65,186,"",0,"619",6,0
"3884",619,"RAIA DROGASIL S.A.","2014",1,33.97,35.21,0,42818646,2686972.22,152,"",0,"619",6,0
"3885",619,"RAIA DROGASIL S.A.","2013",1,0,1.35,0,77970678,3204861.11,316,"",0,"619",6,0
"3886",619,"RAIA DROGASIL S.A.","2012",1,0,49.48,0,78104930,2792193.55,189,"",0,"619",6,0
"3887",619,"RAIA DROGASIL S.A.","2011",1,0,49.48,0,116150288,2859428.57,208,"",0,"184",2,0
"3888",619,"RAIA DROGASIL S.A.","2010",1,4.62,31.29,0,89027684,3430125,377,"",0,"184",2,0
"3889",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2017",0,8.49,14.56,0,59732,982031.62,431,"",1,"696",8,13.7931514456432
"3890",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2016",0,22.96,27.92,0,59732,943988.78,394,"",1,"696",8,13.766471562839
"3891",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2015",0,40.57,36.83,0,59732,906674.69,344,"",1,"696",8,13.69631477485
"3892",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2014",0,43.87,40.56,0,60913,898922.29,331,"",1,"696",8,13.6200271629434
"3893",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2013",0,47.16,52.22,0,61534,903381.39,339,"",1,"696",8,13.7460179187571
"3894",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2012",0,53.49,48.46,0,61434,954156.33,402,"",1,"696",8,13.6771320082601
"3895",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2011",0,63.48,52.25,0,61434,828599.33,237,"",1,"696",8,13.6961491523371
"3896",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2010",0,0,5.98,0,56772,866821.26,286,"",1,"696",8,13.6875544516501
"3897",621,"ELECTRO AÇO ALTONA S/A","2017",0,0,0,0,864070,0,2,"",0,"126",7,0
"3898",621,"ELECTRO AÇO ALTONA S/A","2016",0,0,6.13,0,402317,1170000,162,"",0,"126",7,0
"3899",621,"ELECTRO AÇO ALTONA S/A","2015",0,0,6.44,0,117498,1644333.53,69,"",0,"126",7,0
"3900",621,"ELECTRO AÇO ALTONA S/A","2014",0,0,6.11,0,116298,1807666.86,165,"",0,"126",7,0
"3901",621,"ELECTRO AÇO ALTONA S/A","2013",0,0,0,0,114298,1585055.37,24,"",0,"126",7,0
"3902",621,"ELECTRO AÇO ALTONA S/A","2012",0,0,0,0,109898,1585055.37,23,"",0,"126",7,0
"3903",621,"ELECTRO AÇO ALTONA S/A","2011",0,0,0,0,109898,1306666.67,259,"",0,"126",7,0
"3904",621,"ELECTRO AÇO ALTONA S/A","2010",0,0,0,0,109898,1505666.67,425,"",0,"127",1,0
"3905",622,"WEG SA","2017",0,26.14,0,0,156468,923771.43,367,"",0,"372",8,16.4535664577446
"3906",622,"WEG SA","2016",1,31.38,9.96,0,34487188,868311.11,289,"",0,"372",8,16.4188911898354
"3907",622,"WEG SA","2015",1,0,25.21,0,34447080,818484.43,224,"",0,"372",8,16.473077031628
"3908",622,"WEG SA","2014",1,0,0,0,28305131,594890.94,374,"",0,"372",8,16.2821369710313
"3909",622,"WEG SA","2013",1,0,0,0,28838634,618055.49,404,"",0,"372",8,16.1321260627909
"3910",622,"WEG SA","2012",0,0,0,0,28458105,516345.46,274,"",0,"372",8,15.9985854996961
"3911",622,"WEG SA","2011",0,0,0,0,299528198,578634.29,355,"",0,"372",8,16.0244288300997
"3912",622,"WEG SA","2010",1,0,0,0,13404970,612121.21,395,"",0,"372",8,15.8319010050723
"3913",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2017",0,0,0,0,0,1071011.29,68,"",0,"346",2,0
"3914",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2016",0,0,0,0,0,1236625.46,211,"",0,"346",2,0
"3915",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2015",0,0,0,0,0,992277.97,443,"",0,"616",1,0
"3916",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2014",0,0,0,0,0,912858.88,352,"",0,"",0,0
"3917",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2013",0,0,0,0,0,1344366.28,296,"",0,"",0,0
"3918",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2012",0,0,9.67,0,0,868381.46,290,"",0,"",0,0
"3919",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2011",0,0,14.29,0,0,914951.19,356,"",0,"162",2,0
"3920",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2010",0,0,14.29,0,42456315,914951.19,355,"",0,"162",2,0
"3921",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2017",1,0,42.75,0,26125000,2496323.59,75,"",0,"542",2,13.2421390930213
"3922",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2016",1,0,32.46,0,46820000,2338472.77,459,"",0,"542",2,13.6440672182356
"3923",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2015",1,0,46.55,0,42840600,1929309.52,250,"",0,"723",4,13.7463683896188
"3924",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2014",1,0,47,0,16500000,2015163.8,300,"",0,"723",4,13.7077738881535
"3925",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2013",1,0,40.54,0,63645000,2274249.6,414,"",0,"723",4,13.6335473369604
"3926",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2012",1,0,39.47,0,24740000,3119115.16,295,"",0,"723",4,13.6049376638239
"3927",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2011",1,0,38.16,0,18140000,2703714.29,157,"",0,"251",2,13.4472472995522
"3928",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2010",1,0,23.55,0,18050000,2386571.43,24,"",0,"251",2,13.4016271148977
"3929",625,"EUCATEX SA IND E COMERCIO","2017",0,0,43.66,0,302028,1898260.79,234,"38",0,"309",8,14.5283417313326
"3930",625,"EUCATEX SA IND E COMERCIO","2016",0,0,40.34,0,1724158,2846067.13,204,"38",0,"309",8,14.5158557704236
"3931",625,"EUCATEX SA IND E COMERCIO","2015",0,0,42.13,0,1724158,2900851.04,227,"38",0,"309",8,14.5178260805355
"3932",625,"EUCATEX SA IND E COMERCIO","2014",0,0,41.83,0,1724158,3114640.59,291,"38",0,"309",8,14.4783505813349
"3933",625,"EUCATEX SA IND E COMERCIO","2013",0,0,41.83,0,1724158,2935213.83,244,"38",0,"309",8,14.4602707430714
"3934",625,"EUCATEX SA IND E COMERCIO","2012",0,0,17.94,0,1724158,2040903.13,313,"38",0,"309",8,14.3919407594276
"3935",625,"EUCATEX SA IND E COMERCIO","2011",0,0,41.97,0,1724158,1812219.39,171,"38",1,"309",8,14.3543322100785
"3936",625,"EUCATEX SA IND E COMERCIO","2010",0,0,45.49,0,2844260,3324333.33,347,"38",1,"309",8,14.2926418499624
"3937",626,"MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.","2012",0,0,0,0,0,0,0,"",0,"",0,0
"3938",626,"MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.","2011",0,0,0,0,0,0,0,"",0,"",0,0
"3939",626,"MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.","2010",0,0,47.07,0,1832822,698684.67,86,"132",0,"995",1,0
"3940",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2017",0,0,0,0,0,0,0,"",0,"",0,0
"3941",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2016",0,0,0,0,0,0,0,"",0,"",0,0
"3942",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2015",0,0,0,0,0,0,0,"",0,"",0,0
"3943",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2014",0,0,0,0,0,0,0,"",0,"",0,0
"3944",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2013",0,0,0,0,0,0,0,"",0,"",0,0
"3945",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2012",0,0,0,0,0,0,0,"",0,"",0,0
"3946",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2011",0,0,0,0,0,0,0,"",0,"",0,0
"3947",627,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","2010",0,0,0,0,380628,0,0,"",1,"",0,0
"3948",628,"VICUNHA TEXTIL SA","2012",0,0,52.22,0,0,2558333.33,100,"",1,"858",3,14.5099434116922
"3949",628,"VICUNHA TEXTIL SA","2011",0,0,49.73,0,0,2225833.33,397,"",1,"858",3,14.4248738747785
"3950",628,"VICUNHA TEXTIL SA","2010",0,0,63.73,0,0,2205572.99,393,"",1,"858",3,14.2332111727003
"3951",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2017",0,0,54.15,0,114999,31792666.67,454,"",1,"750",1,10.6913765696058
"3952",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2016",0,0,0,0,0,0,0,"",0,"",0,11.0109439498581
"3953",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2015",0,0,0,0,0,0,0,"",0,"",0,11.2067263385187
"3954",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2014",0,0,0,0,0,0,0,"",0,"",0,11.368789470361
"3955",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2013",0,0,57.35,0,260667,609037.38,391,"",1,"",0,11.2095610651163
"3956",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2012",0,0,28.84,0,260667,57403670,459,"",1,"",0,11.248008946271
"3957",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2011",0,0,35.24,0,260667,577243.33,353,"",1,"",0,11.2807411690039
"3958",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2010",0,0,44.71,0,258882,5873031.67,227,"",1,"",0,11.3458077419185
"3959",630,"INVESTIMENTOS BEMGE S.A.","2017",0,0,0,0,0,0,0,"",1,"31",1,NA
"3960",630,"INVESTIMENTOS BEMGE S.A.","2016",0,0,0,0,0,0,0,"",1,"609",5,NA
"3961",630,"INVESTIMENTOS BEMGE S.A.","2015",0,0,0,0,0,0,0,"",1,"609",5,NA
"3962",630,"INVESTIMENTOS BEMGE S.A.","2014",0,0,0,0,0,0,0,"",1,"609",5,NA
"3963",630,"INVESTIMENTOS BEMGE S.A.","2013",0,0,0,0,0,0,0,"",1,"609",5,NA
"3964",630,"INVESTIMENTOS BEMGE S.A.","2012",0,0,0,0,0,0,0,"",1,"609",5,NA
"3965",630,"INVESTIMENTOS BEMGE S.A.","2011",0,0,0,0,0,0,0,"",1,"883",1,NA
"3966",630,"INVESTIMENTOS BEMGE S.A.","2010",0,0,0,0,0,0,0,"",0,"926",1,NA
"3967",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2017",0,0,34.64,0,125062,324105.22,29,"",0,"689",1,9.82216903135854
"3968",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2016",0,0,49.45,0,253540,337825.6,50,"",0,"839",2,9.90608417838339
"3969",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2015",0,0,61.43,0,253540,488738.4,235,"",0,"839",2,10.0033781353509
"3970",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2014",0,0,67.5,0,253540,338696,54,"",0,"343",1,10.2944141535232
"3971",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2013",0,0,55.3,0,187733,166068.86,246,"",0,"340",4,10.2647569259016
"3972",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2012",0,0,0,0,312795,247100.53,368,"",0,"340",4,10.3217372550037
"3973",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2011",0,0,0,0,312795,265653.33,399,"",0,"340",4,10.107855948524
"3974",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2010",0,0,0,0,187748,241100,356,"",0,"340",4,10.141874333263
"3975",632,"FORJAS TAURUS SA","2017",0,0,0,0,11374,1707504.64,105,"",0,"905",2,0
"3976",632,"FORJAS TAURUS SA","2016",0,0,0,0,146417,2563231.22,104,"",0,"905",2,0
"3977",632,"FORJAS TAURUS SA","2015",0,0,0,0,146417,2955888.07,248,"",0,"637",2,0
"3978",632,"FORJAS TAURUS SA","2014",0,0,0,0,145780,3433651.89,378,"",0,"637",2,0
"3979",632,"FORJAS TAURUS SA","2013",0,0,0,0,187904,2282667.63,418,"",0,"62",2,0
"3980",632,"FORJAS TAURUS SA","2012",0,0,0,0,10385270,2735515.2,170,"",0,"62",2,0
"3981",632,"FORJAS TAURUS SA","2011",0,0,29.41,0,10677159,3223827.52,322,"",0,"214",2,0
"3982",632,"FORJAS TAURUS SA","2010",0,0,0,0,10677159,2603063.94,122,"",0,"214",2,0
"3983",633,"FRAS-LE SA","2017",0,0,0,0,0,2074700.53,327,"",0,"921",3,14.1203926090527
"3984",633,"FRAS-LE SA","2016",0,0,0,0,0,2296856.87,426,"",0,"921",3,13.9997502739141
"3985",633,"FRAS-LE SA","2015",0,0,0,0,0,2246999.46,405,"",0,"921",3,13.7860395218712
